"weight","contraceptive_any","contraceptive_modern","unmet_need","REGNAME","age","marst","edattain","chsurv","chborn","urban","activity","floor","walls","roof","water","electricity","toilet","religion","language","relate","fuelcook","ethnicity","literacy","tobacco","occupation"
1.615217,"1","1","0","Western Area Rural","35-39","Married","No education","5+","5+","Urban","Worked","Finished","Rudimentary/Finished","Finished","Protected well","Yes","Facility","Islam","Temne","Other","Wood-based","Mende","No","No","Skilled manual"
1.615217,"0","0","0","Western Area Rural","30-34","Married","No education","0-4","0-4","Urban","Did not work","Finished","Rudimentary/Finished","Finished","Protected well","No","Facility","Islam","Krio","Daughter","Wood-based","Temne","No","No","Did not work"
1.615217,"0","0","0","Western Area Rural","45-49","Married","Incomplete secondary","0-4","0-4","Urban","Worked","Finished","Rudimentary/Finished","Finished","Protected well","Yes","Facility","Christian","Krio","Wife","Wood-based","Sherbro","No","No","Unskilled manual"
1.615217,"0","0","1","Western Area Rural","35-39","Never in union","No education","0-4","0-4","Urban","Did not work","Finished","Rudimentary/Finished","Finished","Protected well","Yes","Facility","Christian","Krio","In-law","Wood-based","Limba","No","No","Did not work"
1.615217,"0","0","0","Western Area Rural","30-34","Married","Incomplete secondary","0-4","0-4","Urban","Worked","Finished","Rudimentary/Finished","Finished","Unprotected well","Yes","Facility","Islam","Temne","Wife","Wood-based","Temne","Yes","No","Sales"
1.615217,"1","1","0","Western Area Rural","25-29","Never in union","Incomplete secondary","0-4","0-4","Urban","Worked","Finished","Rudimentary/Finished","Finished","Unprotected well","Yes","Facility","Islam","Temne","In-law","Wood-based","Temne","Yes","No","Skilled manual"
1.615217,"0","0","0","Western Area Rural","30-34","Married","Complete secondary","0-4","0-4","Urban","Worked","Finished","Rudimentary/Finished","Finished","Sachet or bottled water","Yes","Facility","Islam","Temne","Head","Wood-based","Temne","Yes","No","Skilled manual"
1.615217,"0","0","0","Western Area Rural","15-19","Never in union","Incomplete primary","0-4","0-4","Urban","Did not work","Finished","Rudimentary/Finished","Finished","Sachet or bottled water","Yes","Facility","Islam","Other","Other","Wood-based","Fullah","No","No","Did not work"
1.615217,"0","0","0","Western Area Rural","35-39","Separated","Incomplete secondary","0-4","0-4","Urban","Worked","Finished","Rudimentary/Finished","Finished","Protected well","Yes","Facility","Islam","Krio","Other","Wood-based","Kono","Yes","No","Sales"
1.615217,"0","0","0","Western Area Rural","15-19","Never in union","Incomplete secondary","0-4","0-4","Urban","Did not work","Finished","Rudimentary/Finished","Finished","Protected well","Yes","Facility","Islam","Krio","Other","Wood-based","Kono","Yes","No","Did not work"
1.615217,"1","1","0","Western Area Rural","30-34","Married","Incomplete secondary","0-4","0-4","Urban","Did not work","Finished","Rudimentary/Finished","Finished","Protected well","Yes","Facility","Islam","Krio","Head","Wood-based","Mende","Yes","No","Did not work"
1.615217,"0","0","0","Western Area Rural","20-24","Never in union","Incomplete secondary","0-4","0-4","Urban","Did not work","Finished","Rudimentary/Finished","Finished","Protected well","Yes","Facility","Christian","Krio","In-law","Wood-based","Mende","Yes","No","Did not work"
1.615217,"0","0","0","Western Area Rural","20-24","Living with partner","Complete primary","0-4","0-4","Urban","Did not work","Finished","Rudimentary/Finished","Finished","Protected well","Yes","Facility","Islam","Krio","In-law","Wood-based","Other","No","No","Did not work"
1.615217,"0","0","0","Western Area Rural","25-29","Married","Incomplete secondary","0-4","0-4","Urban","Did not work","Finished","Rudimentary/Finished","Finished","Protected well","No","Facility","Islam","Other","Wife","Wood-based","Loko","Yes","No","Did not work"
1.615217,"0","0","0","Western Area Rural","20-24","Married","No education","0-4","0-4","Urban","Worked","Finished","Rudimentary/Finished","Finished","Protected well","No","Facility","Islam","Temne","Other","Wood-based","Temne","No","No","Skilled manual"
1.615217,"1","1","0","Western Area Rural","25-29","Married","No education","0-4","0-4","Urban","Worked","Finished","Rudimentary/Finished","Finished","Protected well","No","Facility","Islam","Temne","Wife","Wood-based","Temne","No","No","Skilled manual"
1.615217,"0","0","0","Western Area Rural","30-34","Married","No education","0-4","0-4","Urban","Worked","Finished","Rudimentary/Finished","Finished","Protected well","No","Facility","Islam","Temne","Head","Wood-based","Temne","No","No","Skilled manual"
1.615217,"0","0","1","Western Area Rural","20-24","Never in union","Incomplete secondary","0-4","0-4","Urban","Worked","Finished","Rudimentary/Finished","Finished","Protected well","No","Facility","Islam","Temne","Niece","Wood-based","Temne","Yes","No","Skilled manual"
1.615217,"0","0","1","Western Area Rural","35-39","Living with partner","No education","5+","5+","Urban","Worked","Finished","Rudimentary/Finished","Finished","Protected well","No","Facility","Islam","Temne","Wife","Wood-based","Temne","No","No","Sales"
1.615217,"0","0","0","Western Area Rural","20-24","Living with partner","Incomplete secondary","0-4","0-4","Urban","Worked","Finished","Rudimentary/Finished","Finished","Protected well","No","Facility","Islam","Temne","Sister","Wood-based","Temne","Yes","No","Skilled manual"
1.615217,"0","0","0","Western Area Rural","35-39","Never in union","Incomplete secondary","0-4","0-4","Urban","Worked","Finished","Rudimentary/Finished","Finished","Protected well","Yes","Facility","Islam","Krio","Head","Wood-based","Temne","Yes","No","Sales"
1.615217,"0","0","0","Western Area Rural","15-19","Never in union","Incomplete secondary","0-4","0-4","Urban","Did not work","Finished","Rudimentary/Finished","Finished","Protected well","Yes","Facility","Islam","Krio","Other","Wood-based","Limba","Yes","No","Did not work"
1.615217,"0","0","0","Western Area Rural","15-19","Never in union","Incomplete secondary","0-4","0-4","Urban","Did not work","Finished","Rudimentary/Finished","Finished","Protected well","Yes","Facility","Islam","Krio","Other","Wood-based","Temne","Yes","No","Did not work"
1.615217,"0","0","0","Western Area Rural","15-19","Married","No education","0-4","0-4","Urban","Did not work","Finished","Rudimentary/Finished","Finished","Sachet or bottled water","Yes","Facility","Islam","Other","Head","Wood-based","Fullah","No","No","Did not work"
1.615217,"0","0","0","Western Area Rural","45-49","Married","Incomplete secondary","0-4","0-4","Urban","Worked","Finished","Rudimentary/Finished","Finished","Protected well","Yes","Facility","Christian","Mende","Wife","Wood-based","Mende","No","No","Skilled manual"
1.615217,"0","0","0","Western Area Rural","25-29","Never in union","Complete secondary","0-4","0-4","Urban","Worked","Finished","Rudimentary/Finished","Finished","Protected well","Yes","Facility","Christian","Krio","Daughter","Wood-based","Other","Yes","No","Professional/technical/managerial"
1.615217,"0","0","0","Western Area Rural","15-19","Never in union","Incomplete secondary","0-4","0-4","Urban","Worked","Finished","Rudimentary/Finished","Finished","Protected well","Yes","Facility","Christian","Krio","In-law","Wood-based","Creole","Yes","No","Skilled manual"
1.615217,"0","0","0","Western Area Rural","35-39","Living with partner","No education","5+","5+","Urban","Worked","Finished","Rudimentary/Finished","Finished","Piped","No","Facility","Islam","Krio","Sister","Wood-based","Temne","No","No","Unskilled manual"
1.615217,"0","0","1","Western Area Rural","25-29","Living with partner","Complete secondary","0-4","0-4","Urban","Did not work","Finished","Rudimentary/Finished","Finished","Piped","No","Facility","Islam","Krio","Daughter","Wood-based","Temne","Yes","No","Did not work"
1.615217,"0","0","0","Western Area Rural","15-19","Never in union","Incomplete secondary","0-4","0-4","Urban","Did not work","Finished","Rudimentary/Finished","Finished","Piped","No","Facility","Christian","Krio","Daughter","Wood-based","Limba","Yes","No","Did not work"
1.615217,"1","1","0","Western Area Rural","20-24","Never in union","Incomplete primary","0-4","0-4","Urban","Did not work","Finished","Rudimentary/Finished","Finished","Piped","No","Facility","Islam","Krio","Niece","Wood-based","Temne","No","No","Did not work"
1.615217,"1","1","0","Western Area Rural","25-29","Married","Incomplete secondary","0-4","0-4","Urban","Worked","Finished","Rudimentary/Finished","Finished","Piped","No","Facility","Islam","Krio","Other","Wood-based","Limba","Yes","No","Unskilled manual"
1.615217,"0","0","0","Western Area Rural","45-49","Married","No education","5+","5+","Urban","Worked","Finished","Rudimentary/Finished","Finished","Protected well","No","Facility","Islam","Temne","Head","Wood-based","Temne","No","No","Skilled manual"
1.615217,"0","0","0","Western Area Rural","15-19","Never in union","Incomplete secondary","0-4","0-4","Urban","Did not work","Finished","Rudimentary/Finished","Finished","Protected well","No","Facility","Islam","Temne","Daughter","Wood-based","Temne","Yes","No","Did not work"
1.615217,"0","0","0","Western Area Rural","45-49","Married","Incomplete secondary","0-4","0-4","Urban","Worked","Finished","Rudimentary/Finished","Finished","Sachet or bottled water","Yes","Facility","Islam","Other","Wife","Wood-based","Mandingo","Yes","No","Skilled manual"
1.615217,"0","0","1","Western Area Rural","15-19","Never in union","Incomplete secondary","0-4","0-4","Urban","Did not work","Natural","Rudimentary/Finished","Finished","Protected well","No","Facility","Islam","Temne","Other","Wood-based","Temne","Yes","No","Did not work"
1.615217,"1","1","0","Western Area Rural","25-29","Never in union","Incomplete secondary","0-4","0-4","Urban","Did not work","Finished","Rudimentary/Finished","Finished","Protected well","No","Facility","Christian","Krio","Other","Wood-based","Limba","Yes","No","Did not work"
1.615217,"0","0","0","Western Area Rural","45-49","Married","No education","5+","5+","Urban","Worked","Finished","Rudimentary/Finished","Finished","Protected well","No","Facility","Christian","Krio","Sister","Wood-based","Limba","No","No","Sales"
0.852246,"1","0","0","Bombali","25-29","Married","Higher than secondary","0-4","0-4","Urban","Did not work","Finished","Rudimentary/Finished","Finished","Surface water","Yes","Facility","Islam","Temne","Wife","Wood-based","Temne","Yes","No","Did not work"
0.852246,"1","1","0","Bombali","30-34","Married","Incomplete primary","0-4","0-4","Urban","Worked","Finished","Rudimentary/Finished","Finished","Unprotected well","Yes","Facility","Islam","Krio","Wife","Wood-based","Temne","No","No","Sales"
0.852246,"1","1","0","Bombali","35-39","Married","No education","0-4","0-4","Urban","Worked","Finished","Rudimentary/Finished","Finished","Surface water","Yes","Facility","Islam","Temne","Head","Wood-based","Temne","No","No","Sales"
0.852246,"0","0","1","Bombali","35-39","Married","No education","5+","5+","Urban","Worked","Finished","Rudimentary/Finished","Finished","Unprotected well","Yes","Facility","Islam","Temne","Wife","Wood-based","Temne","No","No","Sales"
0.852246,"1","1","0","Bombali","20-24","Never in union","Incomplete secondary","0-4","0-4","Urban","Worked","Finished","Rudimentary/Finished","Finished","Unprotected well","Yes","Facility","Islam","Temne","In-law","Wood-based","Temne","Yes","No","Sales"
0.852246,"1","1","0","Bombali","15-19","Never in union","Incomplete secondary","0-4","0-4","Urban","Worked","Finished","Rudimentary/Finished","Finished","Unprotected well","Yes","Facility","Islam","Temne","In-law","Wood-based","Temne","Yes","No","Sales"
0.852246,"0","0","1","Bombali","30-34","Married","No education","0-4","0-4","Urban","Worked","Finished","Rudimentary/Finished","Finished","Unprotected well","Yes","Facility","Islam","Krio","Head","Wood-based","Limba","No","No","Sales"
0.852246,"0","0","0","Bombali","25-29","Married","Complete secondary","0-4","0-4","Urban","Worked","Finished","Rudimentary/Finished","Finished","Unprotected well","Yes","Facility","Islam","Krio","Wife","Wood-based","Loko","Yes","No","Sales"
0.852246,"1","1","0","Bombali","35-39","Married","No education","5+","5+","Urban","Worked","Finished","Rudimentary/Finished","Finished","Unprotected well","No","Facility","Islam","Krio","Head","Wood-based","Temne","No","No","Sales"
0.852246,"0","0","0","Bombali","15-19","Never in union","Incomplete secondary","0-4","0-4","Urban","Did not work","Finished","Rudimentary/Finished","Finished","Unprotected well","No","Facility","Islam","Krio","Daughter","Wood-based","Temne","Yes","No","Did not work"
0.852246,"0","0","1","Bombali","15-19","Never in union","Incomplete secondary","0-4","0-4","Urban","Did not work","Finished","Rudimentary/Finished","Finished","Unprotected well","No","Facility","Islam","Krio","Daughter","Wood-based","Temne","Yes","No","Did not work"
0.852246,"1","1","0","Bombali","15-19","Never in union","Incomplete secondary","0-4","0-4","Urban","Worked","Finished","Rudimentary/Finished","Finished","Unprotected well","No","Facility","Islam","Krio","In-law","Wood-based","Temne","Yes","No","Sales"
0.852246,"0","0","0","Bombali","35-39","Married","No education","0-4","0-4","Urban","Worked","Finished","Rudimentary/Finished","Finished","Protected well","Yes","Facility","Islam","Temne","Wife","Wood-based","Temne","No","No","Sales"
0.852246,"0","0","0","Bombali","20-24","Married","Complete secondary","0-4","0-4","Urban","Worked","Finished","Rudimentary/Finished","Finished","Unprotected well","Yes","Facility","Christian","Krio","Head","Wood-based","Temne","Yes","No","Sales"
0.852246,"0","0","0","Bombali","15-19","Married","Incomplete secondary","0-4","0-4","Urban","Worked","Finished","Rudimentary/Finished","Finished","Unprotected well","Yes","Facility","Islam","Krio","Other","Wood-based","Temne","Yes","No","Sales"
0.852246,"0","0","1","Bombali","25-29","Married","Incomplete secondary","0-4","0-4","Urban","Worked","Finished","Rudimentary/Finished","Finished","Public tap","Yes","Facility","Islam","Temne","Wife","Wood-based","Temne","Yes","No","Sales"
0.852246,"0","0","0","Bombali","15-19","Never in union","Incomplete secondary","0-4","0-4","Urban","Did not work","Finished","Rudimentary/Finished","Finished","Public tap","Yes","Facility","Islam","Temne","Not related","Wood-based","Temne","Yes","No","Did not work"
0.852246,"0","0","0","Bombali","35-39","Married","Incomplete secondary","0-4","0-4","Urban","Worked","Finished","Rudimentary/Finished","Finished","Unprotected well","No","Facility","Islam","Krio","Wife","Wood-based","Temne","Yes","No","Sales"
0.852246,"0","0","1","Bombali","35-39","Married","Incomplete secondary","0-4","5+","Urban","Worked","Finished","Rudimentary/Finished","Finished","Surface water","No","Facility","Islam","Temne","Wife","Wood-based","Temne","Yes","No","Sales"
0.852246,"1","1","0","Bombali","15-19","Never in union","No education","0-4","0-4","Urban","Worked","Finished","Rudimentary/Finished","Finished","Surface water","No","Facility","Islam","Temne","Not related","Wood-based","Temne","No","No","Sales"
0.852246,"0","0","0","Bombali","15-19","Never in union","Incomplete secondary","0-4","0-4","Urban","Worked","Finished","Rudimentary/Finished","Finished","Surface water","No","Facility","Islam","Temne","Other","Wood-based","Temne","Yes","No","Sales"
0.852246,"1","1","0","Bombali","25-29","Never in union","Incomplete primary","0-4","0-4","Urban","Worked","Finished","Rudimentary/Finished","Finished","Unprotected well","Yes","Facility","Islam","Krio","Daughter","Wood-based","Temne","No","No","Sales"
0.852246,"0","0","0","Bombali","25-29","Separated","No education","0-4","0-4","Urban","Worked","Finished","Rudimentary/Finished","Finished","Unprotected well","Yes","Facility","Islam","Krio","Daughter","Wood-based","Temne","No","No","Sales"
0.852246,"0","0","1","Bombali","20-24","Never in union","Incomplete secondary","0-4","0-4","Urban","Worked","Finished","Rudimentary/Finished","Finished","Unprotected well","Yes","Facility","Islam","Krio","Other","Wood-based","Temne","Yes","No","Sales"
0.852246,"0","0","0","Bombali","45-49","Widowed","No education","0-4","0-4","Urban","Worked","Natural","Rudimentary/Finished","Finished","Protected well","No","Facility","Islam","Temne","Head","Wood-based","Temne","No","No","Sales"
0.852246,"0","0","1","Bombali","15-19","Never in union","Incomplete secondary","0-4","0-4","Urban","Did not work","Natural","Rudimentary/Finished","Finished","Protected well","No","Facility","Islam","Temne","Daughter","Wood-based","Temne","Yes","No","Did not work"
0.852246,"0","0","1","Bombali","15-19","Living with partner","Incomplete secondary","0-4","0-4","Urban","Did not work","Finished","Rudimentary/Finished","Finished","Unprotected well","Yes","Facility","Islam","Krio","In-law","Wood-based","Temne","Yes","No","Did not work"
0.852246,"0","0","1","Bombali","20-24","Married","No education","0-4","0-4","Urban","Worked","Finished","Rudimentary/Finished","Finished","Unprotected well","Yes","Facility","Islam","Krio","In-law","Wood-based","Temne","No","No","Sales"
0.852246,"0","0","0","Bombali","15-19","Never in union","Incomplete secondary","0-4","0-4","Urban","Did not work","Finished","Rudimentary/Finished","Finished","Unprotected well","Yes","Facility","Islam","Krio","Daughter","Wood-based","Temne","Yes","No","Did not work"
0.852246,"0","0","0","Bombali","15-19","Never in union","Incomplete secondary","0-4","0-4","Urban","Worked","Finished","Rudimentary/Finished","Finished","Unprotected well","Yes","Facility","Islam","Krio","Daughter","Wood-based","Temne","Yes","No","Sales"
0.852246,"0","0","0","Bombali","35-39","Married","No education","0-4","0-4","Urban","Worked","Finished","Rudimentary/Finished","Finished","Unprotected well","No","Facility","Islam","Krio","Other","Wood-based","Temne","No","No","Sales"
0.852246,"1","1","0","Bombali","15-19","Never in union","Incomplete secondary","0-4","0-4","Urban","Worked","Finished","Rudimentary/Finished","Finished","Unprotected well","No","Facility","Islam","Krio","Other","Wood-based","Temne","Yes","No","Sales"
0.852246,"0","0","0","Bombali","30-34","Married","Higher than secondary","0-4","0-4","Urban","Worked","Finished","Rudimentary/Finished","Finished","Unprotected well","Yes","Facility","Islam","Krio","Head","Wood-based","Limba","Yes","No","Professional/technical/managerial"
1.201383,"1","1","0","Bo","35-39","Married","No education","5+","5+","Rural","Worked","Natural","Natural","Finished","Mechanical well","No","No facility","Islam","Krio","Wife","Wood-based","Kono","No","No","Agricultural"
1.201383,"0","0","1","Bo","35-39","Married","No education","0-4","5+","Rural","Worked","Natural","Natural","Natural","Mechanical well","No","No facility","Islam","Mende","Wife","Wood-based","Mende","No","No","Agricultural"
1.201383,"0","0","0","Bo","20-24","Married","Incomplete primary","0-4","0-4","Rural","Worked","Natural","Natural","Finished","Mechanical well","No","No facility","Islam","Krio","Wife","Wood-based","Mende","No","No","Agricultural"
1.201383,"0","0","0","Bo","40-44","Married","No education","5+","5+","Rural","Worked","Natural","Natural","Finished","Mechanical well","No","Facility","Christian","Krio","Wife","Wood-based","Mende","No","No","Agricultural"
1.201383,"0","0","0","Bo","15-19","Married","No education","0-4","0-4","Rural","Worked","Natural","Natural","Finished","Mechanical well","No","Facility","Islam","Mende","Other","Wood-based","Mende","No","No","Agricultural"
1.201383,"0","0","1","Bo","30-34","Married","No education","0-4","0-4","Rural","Worked","Natural","Rudimentary/Finished","Finished","Unprotected spring","No","No facility","Islam","Mende","Head","Wood-based","Mende","No","No","Sales"
1.201383,"0","0","0","Bo","45-49","Living with partner","Incomplete primary","0-4","5+","Rural","Worked","Natural","Natural","Natural","Mechanical well","No","No facility","Islam","Krio","Head","Wood-based","Mende","No","Yes","Agricultural"
1.201383,"0","0","0","Bo","15-19","Never in union","Incomplete primary","0-4","0-4","Rural","Worked","Finished","Rudimentary/Finished","Finished","Mechanical well","No","No facility","Islam","Mende","Daughter","Wood-based","Mende","No","No","Agricultural"
1.201383,"0","0","0","Bo","20-24","Married","No education","0-4","0-4","Rural","Worked","Finished","Rudimentary/Finished","Finished","Mechanical well","No","No facility","Islam","Mende","In-law","Wood-based","Mende","No","No","Sales"
1.201383,"0","0","0","Bo","30-34","Married","No education","0-4","0-4","Rural","Did not work","Natural","Rudimentary/Finished","Natural","Unprotected spring","No","No facility","Islam","Mende","Wife","Wood-based","Mende","No","No","Did not work"
1.201383,"0","0","0","Bo","45-49","Married","Incomplete primary","0-4","0-4","Rural","Worked","Finished","Rudimentary/Finished","Finished","Mechanical well","No","No facility","Islam","Mende","Wife","Wood-based","Mende","No","No","Agricultural"
1.201383,"0","0","0","Bo","25-29","Married","No education","0-4","0-4","Rural","Did not work","Natural","Rudimentary/Finished","Finished","Unprotected spring","No","No facility","Christian","Mende","Wife","Wood-based","Mende","No","No","Did not work"
1.201383,"0","0","1","Bo","35-39","Married","No education","0-4","5+","Rural","Worked","Natural","Rudimentary/Finished","Natural","Mechanical well","No","No facility","Christian","Mende","Wife","Wood-based","Mende","No","No","Agricultural"
1.201383,"0","0","0","Bo","30-34","Married","No education","0-4","5+","Rural","Worked","Natural","Rudimentary/Finished","Finished","Unprotected spring","No","No facility","Islam","Mende","Wife","Wood-based","Mende","No","No","Agricultural"
1.201383,"0","0","0","Bo","40-44","Married","No education","0-4","0-4","Rural","Worked","Natural","Rudimentary/Finished","Natural","Mechanical well","No","No facility","Islam","Mende","Wife","Wood-based","Mende","No","No","Agricultural"
1.201383,"0","0","1","Bo","35-39","Married","No education","5+","5+","Rural","Worked","Natural","Natural","Natural","Mechanical well","No","No facility","Islam","Mende","Wife","Wood-based","Mende","No","No","Agricultural"
1.201383,"0","0","0","Bo","15-19","Married","Incomplete secondary","0-4","0-4","Rural","Worked","Finished","Rudimentary/Finished","Finished","Mechanical well","No","No facility","Christian","Krio","Wife","Wood-based","Mende","Yes","No","Agricultural"
1.201383,"0","0","0","Bo","25-29","Married","Complete primary","0-4","0-4","Rural","Worked","Natural","Rudimentary/Finished","Finished","Mechanical well","No","No facility","Islam","Mende","Wife","Wood-based","Mende","Yes","No","Agricultural"
1.201383,"0","0","0","Bo","35-39","Married","No education","5+","5+","Rural","Worked","Finished","Rudimentary/Finished","Finished","Unprotected spring","No","No facility","Islam","Mende","Wife","Wood-based","Mende","No","No","Agricultural"
0.391126,"0","0","0","Falaba","30-34","Married","No education","0-4","0-4","Rural","Worked","Natural","Natural","Finished","Unprotected spring","No","No facility","Islam","Other","Wife","Wood-based","Other","No","No","Agricultural"
0.391126,"0","0","0","Falaba","30-34","Married","No education","0-4","0-4","Rural","Worked","Natural","Natural","Rudimentary","Unprotected spring","No","Facility","Islam","Other","Wife","Wood-based","Other","No","Yes","Agricultural"
0.391126,"0","0","1","Falaba","30-34","Married","No education","0-4","0-4","Rural","Worked","Finished","Rudimentary/Finished","Finished","Mechanical well","No","Facility","Islam","Other","Wife","Wood-based","Other","No","No","Agricultural"
0.391126,"0","0","0","Falaba","25-29","Married","No education","0-4","0-4","Rural","Worked","Natural","Rudimentary/Finished","Finished","Mechanical well","No","Facility","Islam","Other","In-law","Wood-based","Other","No","Yes","Agricultural"
0.391126,"0","0","1","Falaba","35-39","Married","No education","0-4","0-4","Rural","Worked","Natural","Rudimentary/Finished","Finished","Mechanical well","No","Facility","Islam","Other","In-law","Wood-based","Other","No","Yes","Agricultural"
0.391126,"0","0","0","Falaba","45-49","Married","No education","0-4","0-4","Rural","Worked","Natural","Natural","Natural","Unprotected spring","No","No facility","Islam","Other","Head","Wood-based","Other","No","Yes","Agricultural"
0.391126,"0","0","0","Falaba","45-49","Married","No education","5+","5+","Rural","Worked","Finished","Natural","Finished","Public tap","No","Facility","Islam","Other","Wife","Wood-based","Other","No","No","Agricultural"
0.391126,"0","0","1","Falaba","20-24","Married","No education","0-4","0-4","Rural","Worked","Natural","Natural","Rudimentary","Unprotected spring","No","Facility","Islam","Other","Head","Wood-based","Other","No","No","Agricultural"
0.391126,"0","0","0","Falaba","40-44","Married","No education","5+","5+","Rural","Worked","Finished","Rudimentary/Finished","Finished","Mechanical well","No","Facility","Islam","Other","Wife","Wood-based","Other","No","No","Agricultural"
0.391126,"0","0","0","Falaba","15-19","Never in union","No education","0-4","0-4","Rural","Worked","Natural","Natural","Rudimentary","Mechanical well","No","Facility","Islam","Other","Daughter","Wood-based","Other","No","No","Agricultural"
0.391126,"0","0","0","Falaba","15-19","Never in union","No education","0-4","0-4","Rural","Worked","Finished","Rudimentary/Finished","Finished","Mechanical well","No","Facility","Islam","Other","Niece","Wood-based","Other","No","No","Agricultural"
0.391126,"0","0","1","Falaba","40-44","Married","No education","5+","5+","Rural","Worked","Finished","Rudimentary/Finished","Finished","Public tap","No","Facility","Islam","Other","Wife","Wood-based","Other","No","No","Agricultural"
0.391126,"0","0","1","Falaba","35-39","Married","No education","5+","5+","Rural","Worked","Natural","Rudimentary/Finished","Finished","Public tap","No","Facility","Islam","Other","Wife","Wood-based","Other","No","No","Agricultural"
0.391126,"0","0","0","Falaba","40-44","Married","No education","0-4","0-4","Rural","Worked","Natural","Natural","Finished","Unprotected spring","No","No facility","Islam","Other","Wife","Wood-based","Other","No","No","Agricultural"
0.391126,"0","0","1","Falaba","15-19","Married","No education","0-4","0-4","Rural","Worked","Finished","Rudimentary/Finished","Natural","Unprotected spring","No","Facility","Islam","Other","Wife","Wood-based","Other","No","Yes","Agricultural"
0.391126,"0","0","0","Falaba","40-44","Married","No education","0-4","5+","Rural","Worked","Natural","Rudimentary/Finished","Finished","Protected well","No","Facility","Islam","Other","Wife","Wood-based","Other","No","Yes","Agricultural"
0.391126,"1","1","0","Falaba","35-39","Married","No education","5+","5+","Rural","Worked","Natural","Natural","Finished","Public tap","No","No facility","Islam","Other","Wife","Wood-based","Mandingo","No","No","Skilled manual"
0.391126,"0","0","0","Falaba","35-39","Married","No education","0-4","0-4","Rural","Worked","Natural","Natural","Natural","Unprotected spring","No","No facility","Islam","Other","Wife","Wood-based","Fullah","No","No","Agricultural"
0.391126,"0","0","0","Falaba","25-29","Married","No education","0-4","0-4","Rural","Worked","Natural","Natural","Natural","Unprotected spring","No","No facility","Islam","Other","Wife","Wood-based","Fullah","No","No","Agricultural"
0.391126,"0","0","0","Falaba","20-24","Married","No education","0-4","0-4","Rural","Worked","Natural","Natural","Natural","Unprotected spring","No","No facility","Islam","Other","Daughter","Wood-based","Fullah","No","No","Agricultural"
0.391126,"0","0","0","Falaba","15-19","Married","No education","0-4","0-4","Rural","Worked","Natural","Natural","Natural","Unprotected spring","No","No facility","Islam","Other","Daughter","Wood-based","Fullah","No","No","Skilled manual"
0.391126,"0","0","0","Falaba","40-44","Married","No education","0-4","0-4","Rural","Worked","Natural","Natural","Finished","Unprotected spring","No","Facility","Islam","Other","Wife","Wood-based","Other","No","No","Agricultural"
0.391126,"0","0","0","Falaba","15-19","Never in union","No education","0-4","0-4","Rural","Worked","Natural","Natural","Finished","Unprotected spring","No","Facility","Islam","Other","Other","Wood-based","Other","No","No","Agricultural"
0.391126,"0","0","0","Falaba","25-29","Married","No education","0-4","0-4","Rural","Worked","Natural","Natural","Natural","Public tap","No","No facility","Islam","Other","Wife","Wood-based","Other","No","No","Agricultural"
0.391126,"0","0","0","Falaba","40-44","Widowed","No education","5+","5+","Rural","Worked","Natural","Natural","Natural","Public tap","No","No facility","Islam","Other","Sister","Wood-based","Other","No","No","Agricultural"
0.391126,"0","0","0","Falaba","25-29","Married","Incomplete secondary","0-4","0-4","Rural","Worked","Finished","Rudimentary/Finished","Finished","Mechanical well","No","Facility","Islam","Other","In-law","Wood-based","Other","Yes","No","Agricultural"
0.391126,"0","0","1","Falaba","45-49","Married","No education","0-4","0-4","Rural","Worked","Natural","Natural","Finished","Mechanical well","No","Facility","Islam","Other","Wife","Wood-based","Other","No","No","Agricultural"
0.391126,"0","0","0","Falaba","25-29","Married","No education","0-4","0-4","Rural","Worked","Natural","Natural","Finished","Mechanical well","No","Facility","Islam","Other","In-law","Wood-based","Other","No","No","Agricultural"
0.391126,"0","0","0","Falaba","25-29","Married","No education","0-4","0-4","Rural","Worked","Natural","Natural","Finished","Public tap","No","Facility","Islam","Other","Wife","Wood-based","Other","No","No","Agricultural"
0.829241,"1","1","0","Western Area Rural","25-29","Never in union","Incomplete secondary","0-4","0-4","Urban","Did not work","Finished","Rudimentary/Finished","Finished","Protected well","Yes","Facility","Christian","Krio","Head","Wood-based","Creole","Yes","No","Did not work"
0.829241,"0","0","1","Western Area Rural","15-19","Never in union","Incomplete secondary","0-4","0-4","Urban","Did not work","Finished","Other","Finished","Protected well","No","Facility","Islam","Limba","Sister","Wood-based","Limba","Yes","No","Did not work"
0.829241,"0","0","0","Western Area Rural","20-24","Never in union","Incomplete secondary","0-4","0-4","Urban","Did not work","Finished","Rudimentary/Finished","Finished","Protected well","Yes","Facility","Christian","Mende","Daughter","Wood-based","Mende","Yes","No","Did not work"
0.829241,"0","0","0","Western Area Rural","15-19","Never in union","Incomplete secondary","0-4","0-4","Urban","Did not work","Finished","Rudimentary/Finished","Finished","Protected well","Yes","Facility","Islam","Mende","Sister","Wood-based","Mende","Yes","No","Did not work"
0.829241,"0","0","1","Western Area Rural","20-24","Married","Incomplete primary","0-4","0-4","Urban","Did not work","Finished","Rudimentary/Finished","Finished","Unprotected well","Yes","Facility","Christian","Mende","Wife","Wood-based","Temne","No","No","Did not work"
0.829241,"1","1","0","Western Area Rural","25-29","Married","Higher than secondary","0-4","0-4","Urban","Worked","Finished","Rudimentary/Finished","Finished","Sachet or bottled water","Yes","Facility","Islam","Other","Wife","Wood-based","Fullah","Yes","No","Clerical"
